20230512 com.sparta.mc.App INFO Employee Records Retrieved: 1000
20230512 com.sparta.mc.App WARNING Employee Records Contain Bad Record: Emp ID
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gabbard
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Friedman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Funk
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Weldon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Montanez
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bronson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Rideout
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Eyler
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Darr
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Almond
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Karr
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wines
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bonney
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Paiz
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Howze
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Nygaard
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Rawlings
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hardie
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Antonio
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wilk
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Offutt
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mcdougall
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Magana
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mccants
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Silvas
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Benavidez
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mckissick
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kilgore
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Couture
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Griffey
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Benge
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Saldivar
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Eaddy
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mcgough
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kittle
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Seeger
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Otto
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cusack
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Backus
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lalonde
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kyser
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Fontanez
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gaynor
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Buller
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Getz
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Anselmo
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Runion
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Soule
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Royal
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lebeau
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Williams
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Coons
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kiger
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Noles
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kenney
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Real
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Redd
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Slaughter
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Engleman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Beverly
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bowden
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Witter
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Withrow
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Larkins
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Keim
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Collett
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Shaffer
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Vanbuskirk
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Clower
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Christmas
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gerry
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pape
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Rice
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Fillmore
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Perrine
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Council
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hambrick
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Ralph
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Vanhorn
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Dorr
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Reddy
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Menchaca
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Patten
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Shook
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Tetreault
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Spalding
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mcquade
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Capel
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Dowell
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bartz
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sperling
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Vela
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lansing
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Fogel
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Aldana
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Rothstein
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lai
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cowart
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Warren
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Peak
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sublett
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Labonte
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Galbreath
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pickle
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Nielson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Amaral
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Elbert
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Leith
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Coulter
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Tullis
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Roper
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Reynoso
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Boardman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Priest
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Roark
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Witcher
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cobos
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Borst
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Toliver
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Herbst
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Schnell
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Campion
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Evans
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Redden
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Ball
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Radcliff
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Vetter
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Grimaldi
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Brandt
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Self
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Macedo
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Houghton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Towery
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Goodnight
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Holley
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Holmquist
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wheat
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bullins
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Perron
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Easley
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cousin
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Marciano
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Dorton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Nail
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Harold
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Schneider
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Thompson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wagstaff
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Andre
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Caceres
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bucci
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Parson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hitchcock
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gooden
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Crowe
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Worth
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Poynter
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cooney
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pettus
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cooke
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Linden
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lyle
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Atchison
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Rangel
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cooley
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lepore
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cannon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cotton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cullum
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mccollough
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bravo
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Janssen
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Newland
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lander
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Haas
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Crump
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Coffin
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Beckman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Nunnally
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Fleury
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hough
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Roman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Robison
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hardnett
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Caines
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pellegrini
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Barber
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Jimerson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Grenier
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Vandyke
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Reimers
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Shelley
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Leos
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Alsup
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bush
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Baca
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Poore
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hornback
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Greenhaw
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Whetstone
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Shelton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Busse
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Crutcher
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Merrill
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Patel
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gustin
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Healey
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pfeiffer
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wilfong
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Deacon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cofield
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Macpherson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Larue
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Schubert
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Jarmon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Tedford
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Stackhouse
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Emery
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kuehl
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Messick
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Minton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cintron
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Ruffin
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Colson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mondragon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Brady
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Doyon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Campo
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kline
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hensel
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mather
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Jacinto
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Yocum
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Verdugo
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Belknap
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Arenas
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Freeland
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Battles
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Radford
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Berner
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Woodcock
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Philpot
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Yoon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mcgaha
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Reid
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Najera
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Benavides
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Koller
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Leonardo
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lindsey
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Benedetto
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Dunleavy
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Twomey
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hanna
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bazemore
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Easterling
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Straub
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Harman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gaona
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Freeze
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Johanson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mcnamara
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Emanuel
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cornejo
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kline
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Carey
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Raymond
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Weidman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Ezell
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Collum
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sell
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Tynes
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Steinberg
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Butts
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Brotherton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Throckmorton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Schoonmaker
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Polite
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sherwood
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Grabowski
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Merino
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kindle
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wisner
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Adames
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Satterfield
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Benefield
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Puryear
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Metzger
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Michalski
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lucio
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Million
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Byars
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Flagg
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Heaton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Coan
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pelham
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Menke
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Spurling
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bussard
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Napoli
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kovacs
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hammon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Damico
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Underwood
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bostick
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Engleman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Scala
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Vining
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Napoleon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Dabbs
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pitt
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bogan
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Ramsdell
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sheehy
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Posner
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Neese
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Weiss
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Dineen
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Confer
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Guilford
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Twitty
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hedrick
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cardwell
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Burks
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Babineaux
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Obregon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lollis
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Forney
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sprague
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Tsai
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Drain
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Phipps
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Stagner
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Chee
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Perrine
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Tolson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Woodley
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hillman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gehring
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Schall
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Adames
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Thornton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pace
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lange
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Edmunds
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Brent
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pettway
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Alaniz
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Carreon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bettis
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sun
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mcgehee
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Seibel
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Holly
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Vela
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Carvalho
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Poor
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Vanegas
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Marron
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Boden
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Branson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Fenner
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hassett
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Boling
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Nave
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Freed
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Chan
